@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105033748339,2-s2.0-105033748339,"PBF-LB/M of Inconel X-750: Correlation between crystallographic features, microstructural evolution, and processing parameters",de Souza Pinto Pereira A.,Journal of Alloys and Compounds,09258388,,1062,,2026-04-10,10 April 2026,10.1016/j.jallcom.2026.187519,0,"[{'@_fa': 'true', 'affilname': 'Technische Universität München', 'affiliation-city': 'Munich', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Friedrich-Alexander-Universität Erlangen-Nürnberg', 'affiliation-city': 'Erlangen', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Universidade Federal de Santa Catarina', 'affiliation-city': 'Florianopolis', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Universität Bayreuth', 'affiliation-city': 'Bayreuth', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Ústavu fyziky materiálů Akademie věd České republiky', 'affiliation-city': 'Brno', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Technische Hochschule Ingolstadt', 'affiliation-city': 'Ingolstadt', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Fraunhofer Institute for Casting, Composite and Processing Technology IGCV', 'affiliation-city': 'Augsburg', 'affiliation-country': 'Germany'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105033227896,2-s2.0-105033227896,"A review on additive manufacturing of CM247LC nickel-based superalloy: Cracking mechanisms, suppression strategies, and microstructure-property control",Hu Z.,Journal of Alloys and Compounds,09258388,,1061,,2026-04-05,5 April 2026,10.1016/j.jallcom.2026.187453,0,"[{'@_fa': 'true', 'affilname': 'Wuhan University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'National Key Laboratory for Remanufacturing Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,re,Review,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032858173,2-s2.0-105032858173,A high-throughput laser additive manufacturing strategy for probing composition-dependent cracking in a novel Ni-based superalloy,Liu W.,Journal of Alloys and Compounds,09258388,,1061,,2026-04-05,5 April 2026,10.1016/j.jallcom.2026.187226,0,"[{'@_fa': 'true', 'affilname': 'Shandong University of Science and Technology', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Yantai University', 'affiliation-city': 'Yantai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105035258789,2-s2.0-105035258789,"A Review on Cracking in Laser Additive Manufacturing of Nickel-Based Superalloys: Types, Formation Mechanisms, and Suppression Strategies",Lin T.,Rare Metals,10010521,18677185,45,,2026-04-01,April 2026,10.1002/rar2.70180,0,"[{'@_fa': 'true', 'affilname': 'Xiamen University', 'affiliation-city': 'Xiamen', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chongqing Jiaotong University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'AECC Hunan Aviation Powerplant Research Institute', 'affiliation-city': 'Zhuzhou', 'affiliation-country': 'China'}]",Journal,re,Review,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",4
true,https://api.elsevier.com/content/abstract/scopus_id/105035310799,2-s2.0-105035310799,Tailoring columnar-to-equiaxed transition in additive manufacturing of Nickel-based superalloys via melt pool control: A theoretical study,Zhang T.,Additive Manufacturing Letters,,27723690,17,,2026-04-01,April 2026,10.1016/j.addlet.2026.100377,0,"[{'@_fa': 'true', 'affilname': ""Xi'an Jiaotong University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Air Force Engineering University China', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'The PLA unit 95389', 'affiliation-city': 'Guilin', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105034588579,2-s2.0-105034588579,"Additive manufacturing of Ti2AlNb alloys: A review of process, microstructure, property relationships",Xue X.,Materials Science and Engineering R Reports,0927796X,,169,,2026-04-01,April 2026,10.1016/j.mser.2026.101197,0,"[{'@_fa': 'true', 'affilname': 'The University of Manchester', 'affiliation-city': 'Manchester', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Monash University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Kyushu University', 'affiliation-city': 'Fukuoka', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'University of Science and Technology Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Southwest Jiaotong University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,re,Review,1,True,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105034136215,2-s2.0-105034136215,Influence of the Inclination Angle of 3D-Printed Inconel Alloy 718 on Its Corrosion Resistance,Iwańczak A.,Materials,,19961944,19,,2026-03-01,March 2026,10.3390/ma19061126,0,"[{'@_fa': 'true', 'affilname': 'AGH University of Krakow', 'affiliation-city': 'Krakow', 'affiliation-country': 'Poland'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",6
true,https://api.elsevier.com/content/abstract/scopus_id/105033298271,2-s2.0-105033298271,Effect of Nb Segregation on High-Temperature Oxidation Behavior of Inconel 718 Superalloy Fabricated by Wire Arc Additive Manufacturing at 900 °C,Zhang X.,Journal of Materials Engineering and Performance,10599495,15441024,,,2026-01-01,2026,10.1007/s11665-026-13483-0,0,"[{'@_fa': 'true', 'affilname': 'Swanson School of Engineering', 'affiliation-city': 'Pittsburgh', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Nanjing Institute of Technology', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105034889066,2-s2.0-105034889066,An interpretable machine learning framework for the prediction of cracking in additively manufactured high gamma-prime nickel-based superalloys,Adapa V.S.K.,Progress in Additive Manufacturing,23639512,23639520,,,2026-01-01,2026,10.1007/s40964-026-01641-8,0,"[{'@_fa': 'true', 'affilname': 'Georgia Institute of Technology', 'affiliation-city': 'Atlanta', 'affiliation-country': 'United States'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105034701922,2-s2.0-105034701922,Mechanical and Fracture Properties of As-Built Inconel 718 Produced by High-Speed Laser Directed Energy Deposition: Stability to Process Parameters Variation,Kovarik O.,Journal of Thermal Spray Technology,10599630,15441016,,,2026-01-01,2026,10.1007/s11666-026-02204-7,0,"[{'@_fa': 'true', 'affilname': 'Politecnico di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}, {'@_fa': 'true', 'affilname': 'Faculty of Nuclear Sciences and Physical Engineering', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Institute of Plasma Physics, Academy of Sciences of the Czech Republic', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Faculty of Mechanical Engineering', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Ponticon GmbH', 'affiliation-city': 'Wiesbaden', 'affiliation-country': 'Germany'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105035446695,2-s2.0-105035446695,The oxidation corrosion behavior of CoNiCrAlY bond coated on Haynes 230 matrix fabricated by laser powder bed fusion,Cheng Z.,Journal of Materials Science,00222461,15734803,,,2026-01-01,2026,10.1007/s10853-026-12644-9,0,"[{'@_fa': 'true', 'affilname': 'Shanghai Jiao Tong University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Henan University of Science and Technology', 'affiliation-city': 'Luoyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of South China', 'affiliation-city': 'Hengyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Xinxiang University', 'affiliation-city': 'Xinxiang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105034090054,2-s2.0-105034090054,Wire Arc Additive Manufacturing of Nickel-based Superalloy and Stainless Steel Dissimilar Material Component,Zhou T.,Materials for Land Air and Space Transportation,,,,334-386,2024-01-01,1 January 2024,10.1201/9781003386223-11,0,"[{'@_fa': 'true', 'affilname': 'University of Wollongong', 'affiliation-city': 'Wollongong', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Australian Nuclear Science and Technology Organisation', 'affiliation-city': 'Sydney', 'affiliation-country': 'Australia'}]",Book,ch,Book Chapter,0,False,,,
