@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105029369819,2-s2.0-105029369819,Data-driven parameters design for laser powder bed fusion of high-performance nickel-based superalloys,Bao Z.,Additive Manufacturing,,118,,2026-02-25,25 February 2026,10.1016/j.addma.2026.105104,0,"[{'@_fa': 'true', 'affilname': 'Sichuan University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of Electronic Science and Technology of China', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,22148604,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028559591,2-s2.0-105028559591,Enhancement of the high-temperature strength of laser directed energy deposited IN738 through rational doping of nano-Y₂O₃,Zhang X.,Journal of Alloys and Compounds,09258388,1055,,2026-02-15,15 February 2026,10.1016/j.jallcom.2026.186459,0,"[{'@_fa': 'true', 'affilname': 'Jiangsu University of Science and Technology', 'affiliation-city': 'Zhenjiang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd. of China National Machinery Institute Group', 'affiliation-city': 'Ningbo', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027956524,2-s2.0-105027956524,SiC induced in-situ modification: Microstructure and properties of fine-grained SiC/GH3536 Ni-superalloy composites fabricated by laser powder bed fusion,Liang Z.,Journal of Alloys and Compounds,09258388,1054,,2026-02-10,10 February 2026,10.1016/j.jallcom.2026.186362,0,"[{'@_fa': 'true', 'affilname': 'South China University of Technology', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Guangzhou University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Guangzhou Maritime University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027046735,2-s2.0-105027046735,On the anisotropic creep behavior of a Ni-base superalloy CM247LC manufactured by powder bed fusion – laser beam,Fardan A.,Materials Science and Engineering A,09215093,953,,2026-02-01,February 2026,10.1016/j.msea.2025.149707,1,"[{'@_fa': 'true', 'affilname': 'Chalmers University of Technology', 'affiliation-city': 'Gothenburg', 'affiliation-country': 'Sweden'}, {'@_fa': 'true', 'affilname': 'Linköpings Universitet', 'affiliation-city': 'Linkoping', 'affiliation-country': 'Sweden'}, {'@_fa': 'true', 'affilname': 'Siemens Energy AB', 'affiliation-city': 'Finspang', 'affiliation-country': 'Sweden'}, {'@_fa': 'true', 'affilname': 'EOS Electro Optical Systems Finland Oy', 'affiliation-city': 'Turku', 'affiliation-country': 'Finland'}, {'@_fa': 'true', 'affilname': 'Quintus Technologies AB', 'affiliation-city': 'Vasteras', 'affiliation-country': 'Sweden'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027086534,2-s2.0-105027086534,"Metallic lattice structures via additive manufacturing: Applications, challenges and opportunities in aerospace and defence",Akula S.B.,Journal of Manufacturing Processes,15266125,157,1308-1336,2026-01-17,17 January 2026,10.1016/j.jmapro.2025.12.045,0,"[{'@_fa': 'true', 'affilname': 'Gyeongsang National University', 'affiliation-city': 'Jinju', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'Indian Institute of Technology Hyderabad', 'affiliation-city': 'Sangareddy', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Indian Institute of Information Technology Design and Manufacturing Kurnool', 'affiliation-city': 'Kurnool', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'DRDO Combat Vehicles Research and Development Establishment', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Vasireddy Venkatadri International Technological University', 'affiliation-city': 'Guntur', 'affiliation-country': 'India'}]",Journal,re,Review,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027103089,2-s2.0-105027103089,Macroscale simulation and experimental correlation of Wire Arc Additive Manufacturing of IN-82 superalloy,Kumar R.,Journal of Alloys and Compounds,09258388,1050,,2026-01-15,15 January 2026,10.1016/j.jallcom.2025.185869,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology (Indian School of Mines), Dhanbad', 'affiliation-city': 'Dhanbad', 'affiliation-country': 'India'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027131927,2-s2.0-105027131927,Microstructural evolution and mechanical behavior of additively manufactured IN939 superalloy at room and elevated temperatures,Shahwaz M.,Journal of Alloys and Compounds,09258388,1050,,2026-01-15,15 January 2026,10.1016/j.jallcom.2026.185949,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Kharagpur', 'affiliation-city': 'Kharagpur', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Dublin City University', 'affiliation-city': 'Dublin', 'affiliation-country': 'Ireland'}, {'@_fa': 'true', 'affilname': 'ANSYS, Inc.', 'affiliation-city': 'Canonsburg', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029292560,2-s2.0-105029292560,Effect of Re content on eutectic structure of an additive manufacturing nickel-based superalloy,Zhao Y.,Proceedings of SPIE the International Society for Optical Engineering,0277786X,13997,,2026-01-14,14 January 2026,10.1117/12.3099199,0,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenyang Aerospace University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,0,False,1996756X,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028920334,2-s2.0-105028920334,"Room-temperature Electrochemical Corrosion Behavior of Nb-30Ti-20W Alloy Fabricated by Laser Additive Manufacturing in Acid, Alkali and Salt Solutions",Xie Z.,Surface Technology,10013660,55,145-156,2026-01-10,10 January 2026,10.16490/j.cnki.issn.1001-3660.2026.01.013,0,"[{'@_fa': 'true', 'affilname': 'China Academy of Engineering Physics', 'affiliation-city': 'Mianyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Southwest Petroleum University China', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,20976283,,,1
true,https://api.elsevier.com/content/abstract/scopus_id/105027803177,2-s2.0-105027803177,"Review on Additive Manufacturing of Nickel-Based Single-Crystal Superalloys: Epitaxial Growth, Crack Mitigation, and Performance Correlation",Li C.,JOM,10474838,,,2026-01-01,2026,10.1007/s11837-025-08103-6,0,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chongqing Jiaotong University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chongqing Institute of Green and Intelligent Technology', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chongqing Key Laboratory of Additive Manufacturing Technology and Systems', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",Journal,re,Review,0,False,15431851,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028213005,2-s2.0-105028213005,Process Optimization and Microstructural Characterization of Inconel 718 Fabricated via Wire Arc Additive Manufacturing,Kishore M.,Journal of Materials Engineering and Performance,10599495,,,2026-01-01,2026,10.1007/s11665-026-13192-8,0,"[{'@_fa': 'true', 'affilname': 'King Faisal University', 'affiliation-city': 'Al-Ahsa', 'affiliation-country': 'Saudi Arabia'}, {'@_fa': 'true', 'affilname': 'Indian Institute of Technology Indore', 'affiliation-city': 'Indore', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'College of Engineering, Guindy', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",Journal,ar,Article,0,False,15441024,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028130862,2-s2.0-105028130862,A critical review on additive manufacturing of refractory alloys from a data analytics perspective- beyond nickel-based superalloys,Kim D.B.,Virtual and Physical Prototyping,17452759,,,2026-01-01,2026,10.1080/17452759.2025.2604453,0,"[{'@_fa': 'true', 'affilname': 'Korea Advanced Institute of Science and Technology', 'affiliation-city': 'Daejeon', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'Oak Ridge National Laboratory', 'affiliation-city': 'Oak Ridge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'National Institute of Standards and Technology', 'affiliation-city': 'Gaithersburg', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Air Force Research Laboratory', 'affiliation-city': 'Dayton', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Sandia National Laboratories, New Mexico', 'affiliation-city': 'Albuquerque', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Tickle College of Engineering', 'affiliation-city': 'Knoxville', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Ajou University', 'affiliation-city': 'Suwon', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'Athens', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'University of South Carolina - Aiken', 'affiliation-city': 'Aiken', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Transportation Research Institute (IMOB)', 'affiliation-city': 'Hasselt', 'affiliation-country': 'Belgium'}]",Journal,re,Review,1,True,17452767,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105028589594,2-s2.0-105028589594,"Cellular Automata and Phase-Field Modeling of Microstructure Evolution in Metal Additive Manufacturing: Recent Advances, Hybrid Frameworks, and Pathways to Predictive Control",Łach Ł.,Metals,,16,,2026-01-01,January 2026,10.3390/met16010124,0,"[{'@_fa': 'true', 'affilname': 'AGH University of Krakow', 'affiliation-city': 'Krakow', 'affiliation-country': 'Poland'}]",Journal,re,Review,1,True,20754701,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",1
true,https://api.elsevier.com/content/abstract/scopus_id/105027474556,2-s2.0-105027474556,Inconel 625/Al2O3 functionally graded materials manufactured by directed energy deposition,Yu H.Y.,Journal of Materials Research and Technology,22387854,40,3509-3520,2026-01-01,January - February 2026,10.1016/j.jmrt.2026.01.064,0,"[{'@_fa': 'true', 'affilname': 'Tohoku University', 'affiliation-city': 'Sendai', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'Pusan National University', 'affiliation-city': 'Busan', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'Pohang University of Science and Technology', 'affiliation-city': 'Pohang', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'Gyeongsang National University', 'affiliation-city': 'Jinju', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'Kyungnam University', 'affiliation-city': 'Changwon', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,1,True,22140697,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105027935365,2-s2.0-105027935365,"Hot isostatic pressing of additively manufactured metallic components: A critical review on microstructure, mechanical, and corrosion properties",Aghayar Y.,Journal of Materials Research and Technology,22387854,40,3343-3381,2026-01-01,January - February 2026,10.1016/j.jmrt.2025.12.306,0,"[{'@_fa': 'true', 'affilname': 'Marine Additive Manufacturing Centre of Excellence', 'affiliation-city': 'Fredericton', 'affiliation-country': 'Canada'}]",Journal,ar,Article,1,True,22140697,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105027143359,2-s2.0-105027143359,Effect of carbon content and heat treatment on the tensile properties of additive manufactured superalloys ZGH98M,Zhao Y.,Journal of Materials Research,08842914,,,2026-01-01,2026,10.1557/s43578-025-01772-8,0,"[{'@_fa': 'true', 'affilname': 'University of Auckland', 'affiliation-city': 'Auckland', 'affiliation-country': 'New Zealand'}, {'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Liaoning Petrochemical University', 'affiliation-city': 'Fushun', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,20445326,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028918151,2-s2.0-105028918151,"Corrosion Behavior of Laser Powder Bed Fused Inconel 718 Alloy after Hot Isostatic Pressing, Heat Treatment and Surface Peening",Lesyk D.,Lecture Notes in Mechanical Engineering,21954356,,456-466,2026-01-01,2026,10.1007/978-3-032-14926-8_38,0,"[{'@_fa': 'true', 'affilname': 'National Academy of Sciences of Ukraine', 'affiliation-city': 'Kyiv', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'Universidad del Pais Vasco', 'affiliation-city': 'Leioa', 'affiliation-country': 'Spain'}, {'@_fa': 'true', 'affilname': 'National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”', 'affiliation-city': 'Kyiv', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'G. V. Kurdyumov Institute for Metal Physics, National Academy of Sciences of Ukraine', 'affiliation-city': 'Kyiv', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'Joint Stock Company Motor Sich', 'affiliation-city': 'Zaporizhzhia', 'affiliation-country': 'Ukraine'}]",Book Series,cp,Conference Paper,0,False,21954364,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027844067,2-s2.0-105027844067,Evaluating Thermodynamics-Based Hot-Cracking Models for Various AM Alloys,Jordan A.M.,Integrating Materials and Manufacturing Innovation,21939764,,,2026-01-01,2026,10.1007/s40192-025-00437-y,0,"[{'@_fa': 'true', 'affilname': 'Department of Metallurgical and Materials Engineering', 'affiliation-city': 'Tuscaloosa', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,21939772,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028656333,2-s2.0-105028656333,Highly Printable Fe3Al Intermetallic Alloy,Emdadi A.,Metals,,16,,2026-01-01,January 2026,10.3390/met16010005,0,"[{'@_fa': 'true', 'affilname': 'Helmholtz-Zentrum Berlin für Materialien und Energie (HZB)', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Brandenburg University of Technology Cottbus-Senftenberg', 'affiliation-city': 'Cottbus', 'affiliation-country': 'Germany'}]",Journal,ar,Article,1,True,20754701,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",1
true,https://api.elsevier.com/content/abstract/scopus_id/105028331904,2-s2.0-105028331904,Turn Nonweldable Ni-Superalloys Printable and Microstructurally Controllable,Wang Z.,Advanced Materials,09359648,,,2026-01-01,2026,10.1002/adma.202517003,0,"[{'@_fa': 'true', 'affilname': ""Xi'an Jiaotong University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Guizhou University', 'affiliation-city': 'Guiyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Mechanical and Aerospace Engineering', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}, {'@_fa': 'true', 'affilname': 'A-Star, Advanced Remanufacturing and Technology Centre', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",Journal,re,Review,0,False,15214095,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028247821,2-s2.0-105028247821,Assessment of the cracking susceptibility of CM247LC alloy processed by PBF-LB: composition and process parameters influence,Gil E.,International Journal of Advanced Manufacturing Technology,02683768,,,2026-01-01,2026,10.1007/s00170-025-17329-2,0,"[{'@_fa': 'true', 'affilname': 'Lortek S.Coop.', 'affiliation-city': 'Ordizia', 'affiliation-country': 'Spain'}]",Journal,ar,Article,0,False,14333015,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028966468,2-s2.0-105028966468,Influence of carbon on microstructural stability and stress rupture properties of an additively manufactured superalloy,Chen S.F.,China Foundry,16726421,,,2026-01-01,2026,10.1007/s41230-026-5025-5,0,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'The State Key Laboratory of Rolling and Automation, Northeastern University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'TaiHang Laboratory', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,23659459,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105027899047,2-s2.0-105027899047,Influence of Post-Processing on S-Phase Formation During Plasma Nitriding of Additively Manufactured Inconel 939,Maj P.,Materials,,19,,2026-01-01,January 2026,10.3390/ma19010130,0,"[{'@_fa': 'true', 'affilname': 'Politechnika Warszawska', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'Institute of Physics of the Polish Academy of Sciences', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'Cardinal Stefan Wyszynski University in Warsaw', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'Narodowe Centrum Badań Jądrowych, Otwock', 'affiliation-city': 'Otwock', 'affiliation-country': 'Poland'}]",Journal,ar,Article,1,True,19961944,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",1
true,https://api.elsevier.com/content/abstract/scopus_id/105028130647,2-s2.0-105028130647,"HEAT-RESISTANT POWDER ALLOYS IN ADDITIVE MANUFACTURING: MATERIALS, APPLICATION, AND PERSPECTIVES",Duriagina Z.A.,Progress in Physics of Metals,16081021,26,863-908,2025-01-01,2025,10.15407/ufm.26.04.863,0,"[{'@_fa': 'true', 'affilname': 'Lviv Polytechnic National University', 'affiliation-city': 'Lviv', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'Oles Honchar Dnipro National University', 'affiliation-city': 'Dnipro', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'Leeds University Business School', 'affiliation-city': 'Leeds', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Anatolii Pidhornyi Institute of Power Machines and Systems of the National academy of sciences of Ukraine', 'affiliation-city': 'Kharkiv', 'affiliation-country': 'Ukraine'}]",Journal,ar,Article,1,True,26170795,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",4
