@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105027143359,2-s2.0-105027143359,Effect of carbon content and heat treatment on the tensile properties of additive manufactured superalloys ZGH98M,Zhao Y.,Journal of Materials Research,08842914,,,2026-01-01,2026,10.1557/s43578-025-01772-8,0,"[{'@_fa': 'true', 'affilname': 'University of Auckland', 'affiliation-city': 'Auckland', 'affiliation-country': 'New Zealand'}, {'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Liaoning Petrochemical University', 'affiliation-city': 'Fushun', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,20445326,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027844067,2-s2.0-105027844067,Evaluating Thermodynamics-Based Hot-Cracking Models for Various AM Alloys,Jordan A.M.,Integrating Materials and Manufacturing Innovation,21939764,,,2026-01-01,2026,10.1007/s40192-025-00437-y,0,"[{'@_fa': 'true', 'affilname': 'Department of Metallurgical and Materials Engineering', 'affiliation-city': 'Tuscaloosa', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,21939772,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028331904,2-s2.0-105028331904,Turn Nonweldable Ni-Superalloys Printable and Microstructurally Controllable,Wang Z.,Advanced Materials,09359648,,,2026-01-01,2026,10.1002/adma.202517003,0,"[{'@_fa': 'true', 'affilname': ""Xi'an Jiaotong University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Guizhou University', 'affiliation-city': 'Guiyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Mechanical and Aerospace Engineering', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}, {'@_fa': 'true', 'affilname': 'A-Star, Advanced Remanufacturing and Technology Centre', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",Journal,re,Review,0,False,15214095,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028247821,2-s2.0-105028247821,Assessment of the cracking susceptibility of CM247LC alloy processed by PBF-LB: composition and process parameters influence,Gil E.,International Journal of Advanced Manufacturing Technology,02683768,,,2026-01-01,2026,10.1007/s00170-025-17329-2,0,"[{'@_fa': 'true', 'affilname': 'Lortek S.Coop.', 'affiliation-city': 'Ordizia', 'affiliation-country': 'Spain'}]",Journal,ar,Article,0,False,14333015,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027899047,2-s2.0-105027899047,Influence of Post-Processing on S-Phase Formation During Plasma Nitriding of Additively Manufactured Inconel 939,Maj P.,Materials,,19,,2026-01-01,January 2026,10.3390/ma19010130,0,"[{'@_fa': 'true', 'affilname': 'Politechnika Warszawska', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'Institute of Physics of the Polish Academy of Sciences', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'Cardinal Stefan Wyszynski University in Warsaw', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'Narodowe Centrum Badań Jądrowych, Otwock', 'affiliation-city': 'Otwock', 'affiliation-country': 'Poland'}]",Journal,ar,Article,1,True,19961944,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",1
true,https://api.elsevier.com/content/abstract/scopus_id/105026353566,2-s2.0-105026353566,"Precise tailoring of manufacturing processes for superalloys: strategy, methodology and validation",Zheng L.,Journal of Aeronautical Materials,10055053,45,1-25,2025-10-01,1 October 2025,10.11868/j.issn.1005-5053.2025.000158,0,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Aeronautical Materials', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,5
true,https://api.elsevier.com/content/abstract/scopus_id/105026128969,2-s2.0-105026128969,"Forming quality, microstructure, and ductility-oriented mechanical performance of laser powder bed fusion processed Ni-based superalloy using different thermal input modes",Sun J.,Journal of Materials Research and Technology,22387854,36,9556-9571,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.05.208,1,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028130647,2-s2.0-105028130647,"HEAT-RESISTANT POWDER ALLOYS IN ADDITIVE MANUFACTURING: MATERIALS, APPLICATION, AND PERSPECTIVES",Duriagina Z.A.,Progress in Physics of Metals,16081021,26,863-908,2025-01-01,2025,10.15407/ufm.26.04.863,0,"[{'@_fa': 'true', 'affilname': 'Lviv Polytechnic National University', 'affiliation-city': 'Lviv', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'Oles Honchar Dnipro National University', 'affiliation-city': 'Dnipro', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'Leeds University Business School', 'affiliation-city': 'Leeds', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Anatolii Pidhornyi Institute of Power Machines and Systems of the National academy of sciences of Ukraine', 'affiliation-city': 'Kharkiv', 'affiliation-country': 'Ukraine'}]",Journal,ar,Article,1,True,26170795,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",4
true,https://api.elsevier.com/content/abstract/scopus_id/105026629761,2-s2.0-105026629761,Optimization of selective laser melting parameters and post-processing for enhanced mechanical properties of IN718 superalloy,Kurre P.K.R.,Rapid Prototyping Journal,13552546,,1-17,2025-01-01,2025,10.1108/RPJ-07-2025-0292,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Bombay', 'affiliation-city': 'Mumbai', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'K L Deemed to be University', 'affiliation-city': 'Vaddeswaram', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'SRM University-AP', 'affiliation-city': 'Mangalagiri', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Liquid Propulsion Systems Centre, Valiamala', 'affiliation-city': 'Thiruvananthapuram', 'affiliation-country': 'India'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027994873,2-s2.0-105027994873,Microstructural and mechanical characterization of stainless steel 420 and Inconel 718 multi-material structures fabricated using laser directed energy deposition,Aydogan B.,Journal of Manufacturing Processes,15266125,68,1224-1235,2021-08-01,August 2021,10.1016/j.jmapro.2021.06.031,39,"[{'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,,,,
