@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105040678104,2-s2.0-105040678104,A novel nickel-based superalloy YNi1 with low crack sensitivity and excellent high-temperature strength,Hu J.,Journal of Alloys and Compounds,09258388,,1073,,2026-06-25,25 June 2026,10.1016/j.jallcom.2026.189033,0,"[{'@_fa': 'true', 'affilname': 'Southeast University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105041206716,2-s2.0-105041206716,Cracking behavior in laser powder bed fusion of non-weldable Ni-based superalloys: A multi-physics numerical and experimental study,Guo K.,Additive Manufacturing,,22148604,126,,2026-06-25,25 June 2026,10.1016/j.addma.2026.105264,0,"[{'@_fa': 'true', 'affilname': 'Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Advanced Special Steel', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105039835144,2-s2.0-105039835144,Next-frontier additive manufacturing of refractory high-entropy alloys: Emerging trends and future directions,S R.,Journal of Alloys and Compounds,09258388,,1071,,2026-06-15,15 June 2026,10.1016/j.jallcom.2026.188656,0,"[{'@_fa': 'true', 'affilname': 'Amrita School of Engineering, Coimbatore', 'affiliation-city': 'Coimbatore', 'affiliation-country': 'India'}]",Journal,re,Review,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105040376056,2-s2.0-105040376056,Alloy design of γ′-strengthened Co-Ni-base superalloys with low crack susceptibility suitable for additive manufacturing,Yan C.,Additive Manufacturing,,22148604,125,,2026-06-05,5 June 2026,10.1016/j.addma.2026.105256,0,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105039296004,2-s2.0-105039296004,Dislocation-induced abnormal coarsening and failure mechanisms in laser-cladded Ni-based superalloys: The role of crystal integrity from single crystal to polycrystal,Wen W.,Additive Manufacturing,,22148604,125,,2026-06-05,5 June 2026,10.1016/j.addma.2026.105242,0,"[{'@_fa': 'true', 'affilname': 'Southwest Jiaotong University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Mechanical Engineering', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105039521309,2-s2.0-105039521309,Anomalous grain growth as a pathway toward fully single-crystallization in IN738LC Ni-based superalloy fabricated by laser powder bed fusion,Okugawa M.,Materials and Design,02641275,18734197,266,,2026-06-01,June 2026,10.1016/j.matdes.2026.116222,0,"[{'@_fa': 'true', 'affilname': 'The University of Osaka', 'affiliation-city': 'Suita', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'National Institute for Materials Science', 'affiliation-city': 'Tsukuba', 'affiliation-country': 'Japan'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105038785715,2-s2.0-105038785715,Crack suppression and directional grain growth in M247 nickel-based superalloy via synchronous induction-assisted laser directed energy deposition,Chen M.,Materials and Design,02641275,18734197,266,,2026-06-01,June 2026,10.1016/j.matdes.2026.116172,0,"[{'@_fa': 'true', 'affilname': 'Wuhan University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Advanced Technology for Materials Synthesis and Processing', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'National Key Laboratory for Remanufacturing Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105038751255,2-s2.0-105038751255,Deformation behavior and microstructural evolution in additively manufactured Inconel 625 superalloys: An in-situ tensile EBSD study,Tong W.,Journal of Alloys and Compounds,09258388,,1069,,2026-05-31,31 May 2026,10.1016/j.jallcom.2026.188631,0,"[{'@_fa': 'true', 'affilname': 'Anhui University of Science and Technology', 'affiliation-city': 'Huainan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'CAS Key Laboratory of Mechanical Behavior and Design of Materials', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105039502638,2-s2.0-105039502638,The effects of heat treatments on the defect characteristics and high-temperature performances of laser powder bed fused GH5188 superalloy,Yang J.,Journal of Materials Research,08842914,20445326,41,1455-1468,2026-05-15,15 May 2026,10.1557/s43578-026-01854-1,0,"[{'@_fa': 'true', 'affilname': 'Beijing University of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Gaona Aero Material Co. Ltd.', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,2,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",9
true,https://api.elsevier.com/content/abstract/scopus_id/105041326929,2-s2.0-105041326929,Research Status and Prospects of Additive Manufacturing/Hot Isostatic Pressing Integrated Forming for Difficult-to-Machine Metals,Shi Y.,Jinshu Xuebao Acta Metallurgica Sinica,04121961,,62,770-784,2026-05-11,11 May 2026,10.11900/0412.1961.2025.00381,0,"[{'@_fa': 'true', 'affilname': 'Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Wuhan University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,5
true,https://api.elsevier.com/content/abstract/scopus_id/105040109261,2-s2.0-105040109261,Research Progress on Additively Manufactured Porous Structures of Nickel-Based Superalloys,Xu S.,Materials,,19961944,19,,2026-05-01,May 2026,10.3390/ma19102144,0,"[{'@_fa': 'true', 'affilname': 'Academy of Military Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Hangzhou City University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'China International Engineering Consulting Corporation', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Zhejiang Province Key Laboratory of Noble Metal Catalytic Materials and Technology', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Journal,re,Review,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",10
true,https://api.elsevier.com/content/abstract/scopus_id/105040084894,2-s2.0-105040084894,Nanoscale γ′ precipitates dominated high-temperature creep of additive manufacturing repaired single crystal superalloy,Xia W.,Journal of Materials Research and Technology,22387854,22140697,42,10537-10549,2026-05-01,May - June 2026,10.1016/j.jmrt.2026.05.328,0,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105040261228,2-s2.0-105040261228,Numerical Simulation and Verification of Vacuum Induction Melting Gas Atomization,Wu H.,Applied Sciences Switzerland,,20763417,16,,2026-05-01,May 2026,10.3390/app16105133,0,"[{'@_fa': 'true', 'affilname': 'Central South University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",10
true,https://api.elsevier.com/content/abstract/scopus_id/105040212888,2-s2.0-105040212888,On the Process-Microstructure Correlation for Wire Additive Manufacturing with Metallic Alloys,Anisimov V.D.,International Youth Conference on Radio Electronics Electrical and Power Engineering Reepe,28317297,28317262,,,2026-01-01,2026,10.1109/REEPE69046.2026.11481406,0,"[{'@_fa': 'true', 'affilname': 'Moscow Aviation Institute (National Research University)', 'affiliation-city': 'Moscow', 'affiliation-country': 'Russian Federation'}, {'@_fa': 'true', 'affilname': 'Skolkovo Institute of Science and Technology', 'affiliation-city': 'Moscow', 'affiliation-country': 'Russian Federation'}]",Journal,cp,Conference Paper,0,False,,,2026
true,https://api.elsevier.com/content/abstract/scopus_id/105039451357,2-s2.0-105039451357,Influence of Al and Ti Content on γ′ Phase Precipitation and Cracking Sensitivity in NiCrFeAlxTiy Alloys Fabricated by Electron Beam Freeform Fabrication,Yu B.,Advanced Engineering Materials,14381656,15272648,,,2026-01-01,2026,10.1002/adem.70900,0,"[{'@_fa': 'true', 'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of Warwick', 'affiliation-city': 'Coventry', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Faculty of Science, Engineering and Medicine', 'affiliation-city': 'Coventry', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Harbin Institute of Technology Weihai', 'affiliation-city': 'Weihai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Key Laboratory of Ecological Metallurgy of Multimetallic Mineral (Northeastern University), Ministry of Education', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105038527686,2-s2.0-105038527686,Study on Fretting Friction and Wear Properties of Laser Metal Deposited In718 Alloy,Lei H.,Lecture Notes in Mechanical Engineering,21954356,21954364,,33-44,2026-01-01,2026,10.1007/978-981-95-7101-7_3,0,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Book Series,cp,Conference Paper,0,False,,,
