@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:eIssn,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105041231110,2-s2.0-105041231110,Investigation on the forming process and mechanical properties of nickel-based superalloys fabricated by oscillating laser directed energy deposition,Wu W.,Materials Characterization,10445803,238,,2026-08-01,August 2026,10.1016/j.matchar.2026.116580,0,"[{'@_fa': 'true', 'affilname': 'Jiangsu University', 'affiliation-city': 'Zhenjiang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Tiangong University', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Zhejiang Shun Tian Transmission Technology Co. Ltd', 'affiliation-city': 'Wenzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,2,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,
true,https://api.elsevier.com/content/abstract/scopus_id/105042784832,2-s2.0-105042784832,Towards controlled processing of high-conductivity Cu alloy (CuCrZr) on Inconel (IN718) substrate through beam shaping and process control in PBF-LB/M,Crego Lozares J.M.,Journal of Materials Processing Technology,09240136,354,,2026-08-01,August 2026,10.1016/j.jmatprotec.2026.119395,0,"[{'@_fa': 'true', 'affilname': 'RMIT University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Hamburg University of Technology', 'affiliation-city': 'Hamburg', 'affiliation-country': 'Germany'}]",Journal,ar,Article,0,False,,,18734774,
true,https://api.elsevier.com/content/abstract/scopus_id/105043489683,2-s2.0-105043489683,"Microstructural screening of intermetallic alloys via an additively manufactured L12-Ni3(Al,Ti)/L12-Co3(Al,W) diffusion couple",Zhou R.,Additive Manufacturing,,127,,2026-07-05,5 July 2026,10.1016/j.addma.2026.105284,0,"[{'@_fa': 'true', 'affilname': 'Robert R. McCormick School of Engineering and Applied Science', 'affiliation-city': 'Evanston', 'affiliation-country': 'United States'}]",Journal,ar,Article,2,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",22148604,
true,https://api.elsevier.com/content/abstract/scopus_id/105042990404,2-s2.0-105042990404,Nanosecond laser polishing of laser powder bed fusion manufactured Haynes 230: Surface quality improvement and surface microstructure evolution,Beránek L.,Journal of Materials Research and Technology,22387854,43,2672-2682,2026-07-01,July - August 2026,10.1016/j.jmrt.2026.06.173,0,"[{'@_fa': 'true', 'affilname': 'Institute of Physics of the Czech Academy of Sciences', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Faculty of Mechanical Engineering', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'New Age Makers Institute of Technology (NAMTECH)', 'affiliation-city': 'Gandhinagar', 'affiliation-country': 'India'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",22140697,
true,https://api.elsevier.com/content/abstract/scopus_id/105041604445,2-s2.0-105041604445,"Microstructure-mechanical property correlation in electron beam-powder bed fusion Inconel 718 superalloys: Role of build angle on defect formation, γʺ precipitation, and creep resistance",Park S.,Journal of Materials Research and Technology,22387854,43,803-813,2026-07-01,July - August 2026,10.1016/j.jmrt.2026.06.086,0,"[{'@_fa': 'true', 'affilname': 'Korea Institute of Industrial Technology', 'affiliation-city': 'Cheonan', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'Changwon National University', 'affiliation-city': 'Changwon', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",22140697,
true,https://api.elsevier.com/content/abstract/scopus_id/105040678104,2-s2.0-105040678104,A novel nickel-based superalloy YNi1 with low crack sensitivity and excellent high-temperature strength,Hu J.,Journal of Alloys and Compounds,09258388,1073,,2026-06-25,25 June 2026,10.1016/j.jallcom.2026.189033,0,"[{'@_fa': 'true', 'affilname': 'Southeast University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105041206716,2-s2.0-105041206716,Cracking behavior in laser powder bed fusion of non-weldable Ni-based superalloys: A multi-physics numerical and experimental study,Guo K.,Additive Manufacturing,,126,,2026-06-25,25 June 2026,10.1016/j.addma.2026.105264,0,"[{'@_fa': 'true', 'affilname': 'Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Advanced Special Steel', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,22148604,
true,https://api.elsevier.com/content/abstract/scopus_id/105041220831,2-s2.0-105041220831,Micromechanical and fatigue in situ synchrotron characterization of an additively manufactured superalloy with porosity,Stopka K.S.,Additive Manufacturing,,126,,2026-06-25,25 June 2026,10.1016/j.addma.2026.105260,0,"[{'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'West Lafayette', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'The Advanced Photon Source', 'affiliation-city': 'Lemont', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,,,22148604,
true,https://api.elsevier.com/content/abstract/scopus_id/105043076135,2-s2.0-105043076135,Creep Behavior of Inconel 718 Produced by Laser Powder Bed Fusion (LPBF),Borges D.A.d.S.,Metals,,16,,2026-06-01,June 2026,10.3390/met16060641,0,"[{'@_fa': 'true', 'affilname': 'Universidade Presbiteriana Mackenzie', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Termomecanica São Paulo S.A.', 'affiliation-city': 'Sao Bernardo do Campo', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'SENAI Institute of Innovation in Advanced Materials and Nanocomposites', 'affiliation-city': 'Sao Bernardo do Campo', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",20754701,6
true,https://api.elsevier.com/content/abstract/scopus_id/105042913845,2-s2.0-105042913845,Investigation of Additive Friction Stir Deposition of Inconel 718: Mechanical Performance and Microstructural Evolution,Zavari S.,Materials,,19,,2026-06-01,June 2026,10.3390/ma19122482,0,"[{'@_fa': 'true', 'affilname': 'LSU College of Engineering', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",19961944,12
true,https://api.elsevier.com/content/abstract/scopus_id/105041326929,2-s2.0-105041326929,Research Status and Prospects of Additive Manufacturing/Hot Isostatic Pressing Integrated Forming for Difficult-to-Machine Metals,Shi Y.,Jinshu Xuebao Acta Metallurgica Sinica,04121961,62,770-784,2026-05-11,11 May 2026,10.11900/0412.1961.2025.00381,0,"[{'@_fa': 'true', 'affilname': 'Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Wuhan University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,5
true,https://api.elsevier.com/content/abstract/scopus_id/105043356583,2-s2.0-105043356583,Influence of heat treatment on organization and properties of a novel selective zone laser melting nickel-based high-temperature alloy,Hu B.,Journal of Materials Engineering,10014381,54,150-160,2026-01-20,20 January 2026,10.11868/j.issn.1001-4381.2024.000869,1,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenyang Aerospace University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,1
true,https://api.elsevier.com/content/abstract/scopus_id/105043087294,2-s2.0-105043087294,Additive Manufacturing of Nickel‑Based Superalloys,Hosseini S.M.,Metal Additive Manufacturing Materials Processes and Surface Engineering for Advanced Applications,,,116-142,2026-01-01,1 January 2026,10.1201/9781003731559-6,0,"[{'@_fa': 'true', 'affilname': 'Charles V. Schaefer, Jr. School of Engineering and Science', 'affiliation-city': 'Hoboken', 'affiliation-country': 'United States'}]",Book,ch,Book Chapter,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105042297029,2-s2.0-105042297029,Study on the microstructure and properties of a precipitation-strengthened heterostructured Fe-Ni-based superalloy fabricated by additive manufacturing with excellent mechanical and hydrogen resistance performance,Jiang J.,Virtual and Physical Prototyping,17452759,21,,2026-01-01,2026,10.1080/17452759.2026.2684899,0,"[{'@_fa': 'true', 'affilname': 'Jiangsu University of Science and Technology', 'affiliation-city': 'Zhenjiang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Academy of Military Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",17452767,1
true,https://api.elsevier.com/content/abstract/scopus_id/105041825564,2-s2.0-105041825564,Advanced nickel superalloy printing with ring-based LBPF,Tiley A.,International Journal of Advanced Manufacturing Technology,02683768,,,2026-01-01,2026,10.1007/s00170-026-18471-1,0,"[{'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'Columbus', 'affiliation-country': 'United States'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",14333015,
