@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105025663845,2-s2.0-105025663845,Significantly enhanced creep resistance in Ni-based superalloy by 3D-printed cellular structure,Li G.,Materials Characterization,10445803,231,,2026-01-01,January 2026,10.1016/j.matchar.2025.115940,0,"[{'@_fa': 'true', 'affilname': 'School of Mechanical Engineering, Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Materials Science & Engineering, Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Beijing Beiye Functional Materials Corporation', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Tangshan Research Institute', 'affiliation-city': 'Tangshan', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105026353566,2-s2.0-105026353566,"Precise tailoring of manufacturing processes for superalloys: strategy, methodology and validation",Zheng L.,Journal of Aeronautical Materials,10055053,45,1-25,2025-10-01,1 October 2025,10.11868/j.issn.1005-5053.2025.000158,0,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Aeronautical Materials', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,5
true,https://api.elsevier.com/content/abstract/scopus_id/105025533130,2-s2.0-105025533130,Research progress in microstructure，defects and mechanical properties of IN718 superalloy thin wall fabricated by laser powder bed fusion,Yang P.,Journal of Aeronautical Materials,10055053,45,78-92,2025-10-01,1 October 2025,10.11868/j.issn.1005-5053.2025.000080,0,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Solidification Processing', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,5
true,https://api.elsevier.com/content/abstract/scopus_id/105025665738,2-s2.0-105025665738,Effect of pulse frequency on microstructure and properties of laser additive manufactured Inconel 718,Su Y.,Journal of Materials Research and Technology,22387854,38,3087-3099,2025-09-01,September - October 2025,10.1016/j.jmrt.2025.08.182,0,"[{'@_fa': 'true', 'affilname': 'Qilu University of Technology', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shandong Institute of Mechanical Design and Research', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105025404656,2-s2.0-105025404656,Improved Inconel 718 superalloy repaired performance on 304 stainless steel shafts via recrystallization and Laves phase suppression in hybrid additive-subtractive manufacturing,Li Y.,Journal of Materials Research and Technology,22387854,37,3289-3302,2025-07-01,July - August 2025,10.1016/j.jmrt.2025.07.011,4,"[{'@_fa': 'true', 'affilname': 'Xiamen University', 'affiliation-city': 'Xiamen', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Huaqiao University', 'affiliation-city': 'Quanzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025477250,2-s2.0-105025477250,Effect of process parameters on microstructure and properties of Inconel-718 superalloy fabricated by wire-arc direct energy deposition technique,Shi J.,Journal of Materials Research and Technology,22387854,37,173-185,2025-07-01,July - August 2025,10.1016/j.jmrt.2025.06.026,3,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'RMIT University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Marmara Üniversitesi', 'affiliation-city': 'Istanbul', 'affiliation-country': 'Turkey'}, {'@_fa': 'true', 'affilname': 'JITRI Institute of Precision Manufacturing', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025474400,2-s2.0-105025474400,Thermo-mechanical fatigue behaviour of an additively manufactured nickel-based superalloy: Experiments and crystal plasticity modeling,Zhang L.,Journal of Materials Research and Technology,22387854,37,4782-4799,2025-07-01,July - August 2025,10.1016/j.jmrt.2025.07.138,2,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Harbin Engineering University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ministry of Industry and Information Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025730007,2-s2.0-105025730007,In-situ TiC particle-reinforced Hastelloy X superalloy fabricated by laser additive manufacturing,Wang C.,Journal of Materials Research and Technology,22387854,36,1511-1521,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.03.161,12,"[{'@_fa': 'true', 'affilname': 'Yantai University', 'affiliation-city': 'Yantai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025402521,2-s2.0-105025402521,On the stray grains in single-crystal Ni-based superalloy by additive manufacturing: formation mechanism and elimination strategy,Yang Z.,Journal of Materials Research and Technology,22387854,36,7125-7134,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.04.326,2,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'ShanghaiTech University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025696591,2-s2.0-105025696591,High-temperature alloys: Recent advances from conventional alloys to complex concentrated systems,Li Y.,Journal of Materials Research and Technology,22387854,36,3298-3318,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.04.027,10,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chongqing University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Kunming University of Science and Technology', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Anshun University', 'affiliation-city': 'Anshun', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105026128969,2-s2.0-105026128969,"Forming quality, microstructure, and ductility-oriented mechanical performance of laser powder bed fusion processed Ni-based superalloy using different thermal input modes",Sun J.,Journal of Materials Research and Technology,22387854,36,9556-9571,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.05.208,1,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025682649,2-s2.0-105025682649,High temperature low-cycle fatigue behaviors of post-treated GH3536 superalloy manufactured by laser powder bed fusion,Ni H.,Journal of Materials Research and Technology,22387854,36,3807-3817,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.04.049,2,"[{'@_fa': 'true', 'affilname': 'University of Shanghai for Science and Technology', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'AECC Hunan Aviation Powerplant Research Institute', 'affiliation-city': 'Zhuzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Center of Electron Microscopy', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Suzhou Laboratory', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025433975,2-s2.0-105025433975,Improving the hot corrosion resistance of precipitation strengthened nickel-based superalloy formed by laser powder bed fusion at 750 °C via tailoring microstructure,Hua S.,Journal of Materials Research and Technology,22387854,36,10131-10142,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.05.129,3,"[{'@_fa': 'true', 'affilname': 'Lanzhou University of Technology', 'affiliation-city': 'Lanzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Tianshui Normal University', 'affiliation-city': 'Tianshui', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Henan Academy of Sciences', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025880397,2-s2.0-105025880397,Simultaneous improvement of low-cycle and high-cycle fatigue performance of LPBF IN718 alloy via pre-aging laser polishing,Zhang Q.,Virtual and Physical Prototyping,17452759,20,,2025-01-01,2025,10.1080/17452759.2025.2589473,0,"[{'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Beijing Hangxing Machinery Manufacturing Co. Ltd', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,17452767,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",1
true,https://api.elsevier.com/content/abstract/scopus_id/105026629761,2-s2.0-105026629761,Optimization of selective laser melting parameters and post-processing for enhanced mechanical properties of IN718 superalloy,Kurre P.K.R.,Rapid Prototyping Journal,13552546,,1-17,2025-01-01,2025,10.1108/RPJ-07-2025-0292,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Bombay', 'affiliation-city': 'Mumbai', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'K L Deemed to be University', 'affiliation-city': 'Vaddeswaram', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'SRM University-AP', 'affiliation-city': 'Mangalagiri', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Liquid Propulsion Systems Centre, Valiamala', 'affiliation-city': 'Thiruvananthapuram', 'affiliation-country': 'India'}]",Journal,ar,Article,0,False,,,,
