@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105033227896,2-s2.0-105033227896,"A review on additive manufacturing of CM247LC nickel-based superalloy: Cracking mechanisms, suppression strategies, and microstructure-property control",Hu Z.,Journal of Alloys and Compounds,09258388,,1061,,2026-04-05,5 April 2026,10.1016/j.jallcom.2026.187453,0,"[{'@_fa': 'true', 'affilname': 'Wuhan University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'National Key Laboratory for Remanufacturing Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,re,Review,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032858173,2-s2.0-105032858173,A high-throughput laser additive manufacturing strategy for probing composition-dependent cracking in a novel Ni-based superalloy,Liu W.,Journal of Alloys and Compounds,09258388,,1061,,2026-04-05,5 April 2026,10.1016/j.jallcom.2026.187226,0,"[{'@_fa': 'true', 'affilname': 'Shandong University of Science and Technology', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Yantai University', 'affiliation-city': 'Yantai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105034588579,2-s2.0-105034588579,"Additive manufacturing of Ti2AlNb alloys: A review of process, microstructure, property relationships",Xue X.,Materials Science and Engineering R Reports,0927796X,,169,,2026-04-01,April 2026,10.1016/j.mser.2026.101197,0,"[{'@_fa': 'true', 'affilname': 'The University of Manchester', 'affiliation-city': 'Manchester', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Monash University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Kyushu University', 'affiliation-city': 'Fukuoka', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'University of Science and Technology Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Southwest Jiaotong University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,re,Review,1,True,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032510341,2-s2.0-105032510341,Fe-based super austenitic stainless steel fabricated via laser powder bed fusion: Unprecedented synergy of room-temperature and elevated-temperature strength-ductility,Zhang W.,Materials Characterization,10445803,,234,,2026-04-01,April 2026,10.1016/j.matchar.2026.116241,0,"[{'@_fa': 'true', 'affilname': 'Central South University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Mechanical and Aerospace Engineering', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}, {'@_fa': 'true', 'affilname': 'Shanghai Engineering Technology Research Center of Near-Net-Shape Forming for Metallic Materials', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032706975,2-s2.0-105032706975,Thermal Expansion and Microstructure of Laser Additively Manufactured Inconel 617 for Small Modular Reactors,Yepez K.,JOM,10474838,15431851,78,3138-3155,2026-04-01,April 2026,10.1007/s11837-026-08159-y,0,"[{'@_fa': 'true', 'affilname': 'University of Alberta', 'affiliation-city': 'Edmonton', 'affiliation-country': 'Canada'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",4
true,https://api.elsevier.com/content/abstract/scopus_id/105034136215,2-s2.0-105034136215,Influence of the Inclination Angle of 3D-Printed Inconel Alloy 718 on Its Corrosion Resistance,Iwańczak A.,Materials,,19961944,19,,2026-03-01,March 2026,10.3390/ma19061126,0,"[{'@_fa': 'true', 'affilname': 'AGH University of Krakow', 'affiliation-city': 'Krakow', 'affiliation-country': 'Poland'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",6
true,https://api.elsevier.com/content/abstract/scopus_id/105032683871,2-s2.0-105032683871,"Challenges, Solutions, and Future Perspectives in Metal Additive Manufacturing: A Review",Chen M.,Journal of Materials Engineering and Performance,10599495,15441024,,,2026-01-01,2026,10.1007/s11665-026-13546-2,1,"[{'@_fa': 'true', 'affilname': 'Wuhan University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Wuhan Institute of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'State Key Laboratory of Advanced Technology for Materials Synthesis and Processing', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,re,Review,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105033298271,2-s2.0-105033298271,Effect of Nb Segregation on High-Temperature Oxidation Behavior of Inconel 718 Superalloy Fabricated by Wire Arc Additive Manufacturing at 900 °C,Zhang X.,Journal of Materials Engineering and Performance,10599495,15441024,,,2026-01-01,2026,10.1007/s11665-026-13483-0,0,"[{'@_fa': 'true', 'affilname': 'Swanson School of Engineering', 'affiliation-city': 'Pittsburgh', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Nanjing Institute of Technology', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032366252,2-s2.0-105032366252,Optimizing Additive Manufacturing of Superalloys for Sustainable Prototyping,İlgazi M.E.,Materials Techniques and Ecological Impact of Sustainable Prototyping,,,,139-181,2026-01-01,1 January 2026,10.4018/979-8-3373-5473-6.ch005,0,"[{'@_fa': 'true', 'affilname': 'Istanbul Nisantasi University', 'affiliation-city': 'Istanbul', 'affiliation-country': 'Turkey'}]",Book,ch,Book Chapter,0,False,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032355358,2-s2.0-105032355358,Single-track investigation of rapid solidification conditions of Hastelloy-X Ni-based superalloy in laser powder-bed fusion and applicability of columnar equiaxed transition criteria,Okugawa M.,Virtual and Physical Prototyping,17452759,17452767,21,,2026-01-01,2026,10.1080/17452759.2026.2639906,0,"[{'@_fa': 'true', 'affilname': 'The University of Osaka', 'affiliation-city': 'Suita', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'A-Star, Singapore Institute of Manufacturing Technology', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",1
true,https://api.elsevier.com/content/abstract/scopus_id/105034889066,2-s2.0-105034889066,An interpretable machine learning framework for the prediction of cracking in additively manufactured high gamma-prime nickel-based superalloys,Adapa V.S.K.,Progress in Additive Manufacturing,23639512,23639520,,,2026-01-01,2026,10.1007/s40964-026-01641-8,0,"[{'@_fa': 'true', 'affilname': 'Georgia Institute of Technology', 'affiliation-city': 'Atlanta', 'affiliation-country': 'United States'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105034701922,2-s2.0-105034701922,Mechanical and Fracture Properties of As-Built Inconel 718 Produced by High-Speed Laser Directed Energy Deposition: Stability to Process Parameters Variation,Kovarik O.,Journal of Thermal Spray Technology,10599630,15441016,,,2026-01-01,2026,10.1007/s11666-026-02204-7,0,"[{'@_fa': 'true', 'affilname': 'Politecnico di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}, {'@_fa': 'true', 'affilname': 'Faculty of Nuclear Sciences and Physical Engineering', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Institute of Plasma Physics, Academy of Sciences of the Czech Republic', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Faculty of Mechanical Engineering', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Ponticon GmbH', 'affiliation-city': 'Wiesbaden', 'affiliation-country': 'Germany'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",
true,https://api.elsevier.com/content/abstract/scopus_id/105034090054,2-s2.0-105034090054,Wire Arc Additive Manufacturing of Nickel-based Superalloy and Stainless Steel Dissimilar Material Component,Zhou T.,Materials for Land Air and Space Transportation,,,,334-386,2024-01-01,1 January 2024,10.1201/9781003386223-11,0,"[{'@_fa': 'true', 'affilname': 'University of Wollongong', 'affiliation-city': 'Wollongong', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Australian Nuclear Science and Technology Organisation', 'affiliation-city': 'Sydney', 'affiliation-country': 'Australia'}]",Book,ch,Book Chapter,0,False,,,
