@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,prism:eIssn,prism:issueIdentifier,freetoread,freetoreadLabel
true,https://api.elsevier.com/content/abstract/scopus_id/105030501118,2-s2.0-105030501118,Study on microstructure evolution and high-temperature mechanical properties of low cobalt GH3230 superalloy fabricated by laser powder bed fusion after post-treatment,Zeng Y.x.,Materials Science and Engineering A,09215093,957,,2026-04-01,April 2026,10.1016/j.msea.2026.149941,0,"[{'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105031786077,2-s2.0-105031786077,Rapid characterization of high-temperature oxidation via X-ray diffraction in laser-deposited superalloys,Wu T.,Materials Characterization,10445803,234,,2026-04-01,April 2026,10.1016/j.matchar.2026.116232,0,"[{'@_fa': 'true', 'affilname': 'Robert R. McCormick School of Engineering and Applied Science', 'affiliation-city': 'Evanston', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105031219700,2-s2.0-105031219700,"Wire Arc Additive Manufacturing (WAAM): A comprehensive review of process, materials, modelling, artificial intelligence, and industrial applications",Das B.,Journal of Alloys and Compounds,09258388,1058,,2026-03-15,15 March 2026,10.1016/j.jallcom.2026.186347,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Kanpur', 'affiliation-city': 'Kanpur', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'University of South Africa', 'affiliation-city': 'Pretoria', 'affiliation-country': 'South Africa'}, {'@_fa': 'true', 'affilname': 'Indian Institute of Technology Guwahati', 'affiliation-city': 'Guwahati', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'National Institute of Technology Rourkela', 'affiliation-city': 'Rourkela', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Graphic Era (Deemed to be University)', 'affiliation-city': 'Dehradun', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Visvesvaraya National Institute of Technology, Nagpur', 'affiliation-city': 'Nagpur', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'C. V. Raman Global University', 'affiliation-city': 'Bhubaneswar', 'affiliation-country': 'India'}]",Journal,re,Review,1,True,,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105031059058,2-s2.0-105031059058,Architecting equiaxed grain structures of additively manufactured Ni-based superalloys via heterogeneous nucleation on nano-TiC,Xing L.,Journal of Alloys and Compounds,09258388,1058,,2026-03-15,15 March 2026,10.1016/j.jallcom.2026.186707,0,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'AVIC Manufacturing Technology Institute', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105031400148,2-s2.0-105031400148,Tailoring ZhS6K-based Ni superalloys for laser-based directed energy deposition,Klimova M.,Journal of Alloys and Compounds,09258388,1058,,2026-03-15,15 March 2026,10.1016/j.jallcom.2026.186956,0,"[{'@_fa': 'true', 'affilname': 'Saint Petersburg State Marine Technical University', 'affiliation-city': 'Saint Petersburg', 'affiliation-country': 'Russian Federation'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105030412761,2-s2.0-105030412761,Effect of Cr content on the oxidation behavior of alloys Co-Al-Cr and Co-Ni-Al-Cr at 900°C studied by gradient additive manufacturing,Zhang X.,Materials and Design,02641275,263,,2026-03-01,March 2026,10.1016/j.matdes.2026.115662,1,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,18734197,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105029951971,2-s2.0-105029951971,Composition modification and experimental verification of Hastelloy X superalloy with superior mechanical properties fabricated by laser powder bed fusion,Teng Q.,Journal of Materials Research and Technology,22387854,41,4757-4770,2026-03-01,March - April 2026,10.1016/j.jmrt.2026.02.002,0,"[{'@_fa': 'true', 'affilname': 'Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of Science and Technology Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Wuhan University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105029911815,2-s2.0-105029911815,"In-situ suppression of Laves phases in additively manufactured Inconel 718 via Co alloying: first-principles calculations, influencing mechanisms, and performance",Xie W.,Materials Science and Engineering A,09215093,956,,2026-03-01,March 2026,10.1016/j.msea.2026.149913,0,"[{'@_fa': 'true', 'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029907293,2-s2.0-105029907293,Formation of fully columnar grains with <100> preferential orientation in IN718 superalloy laser metal deposition via CeO2 addition,Sun M.,Materials Science and Engineering A,09215093,956,,2026-03-01,March 2026,10.1016/j.msea.2026.149933,0,"[{'@_fa': 'true', 'affilname': ""Xi'an Jiaotong University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105031356980,2-s2.0-105031356980,Influence Mechanism of Deposition Sequence on Microstructure and Properties of Superalloy⁃Copper Interface in Multi⁃Material Additive Manufacturing (Invited),Shi J.,Zhongguo Jiguang Chinese Journal of Lasers,02587025,53,,2026-02-01,February 2026,10.3788/CJL251006,1,"[{'@_fa': 'true', 'affilname': 'Ningbo University', 'affiliation-city': 'Ningbo', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ningbo Institute of Industrial Technology, Chinese Academy of Sciences', 'affiliation-city': 'Ningbo', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,4,,
true,https://api.elsevier.com/content/abstract/scopus_id/105030029786,2-s2.0-105030029786,Mitigating Solidification Cracking in LPBF-Processed K418 Superalloy via Substrate Preheating and Layer Thickness Optimization,Zhao D.,Materials,,19,,2026-02-01,February 2026,10.3390/ma19030501,0,"[{'@_fa': 'true', 'affilname': 'Nanjing Tech University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,19961944,3,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105029875096,2-s2.0-105029875096,Compositional design of Ni-based superalloys for additive manufacturing: Progress and perspectives,Yin B.,Materials Science and Engineering R Reports,0927796X,,,2026-01-01,2026,10.1016/j.mser.2026.101185,0,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Liaoning Academy of Materials', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,re,Review,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032366252,2-s2.0-105032366252,Optimizing Additive Manufacturing of Superalloys for Sustainable Prototyping,İlgazi M.E.,Materials Techniques and Ecological Impact of Sustainable Prototyping,,,139-181,2026-01-01,1 January 2026,10.4018/979-8-3373-5473-6.ch005,0,"[{'@_fa': 'true', 'affilname': 'Istanbul Nisantasi University', 'affiliation-city': 'Istanbul', 'affiliation-country': 'Turkey'}]",Book,ch,Book Chapter,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105030254098,2-s2.0-105030254098,Surface Scratch Behaviour of Selective Laser Melted Inconel 718 Superalloy,Tiwari S.,Lecture Notes in Mechanical Engineering,21954356,,59-68,2026-01-01,2026,10.1007/978-981-95-2239-2_5,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology (BHU) Varanasi', 'affiliation-city': 'Varanasi', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Graphic Era (Deemed to be University)', 'affiliation-city': 'Dehradun', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,0,False,21954364,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105031090336,2-s2.0-105031090336,"Additive manufacturing of superalloys via selective laser melting: process–structure–property relationships, defect control, and industrial prospects",Kareem S.,Progress in Additive Manufacturing,23639512,,,2026-01-01,2026,10.1007/s40964-026-01544-8,0,"[{'@_fa': 'true', 'affilname': 'Purdue University', 'affiliation-city': 'West Lafayette', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'University of the Witwatersrand, Johannesburg', 'affiliation-city': 'Johannesburg', 'affiliation-country': 'South Africa'}, {'@_fa': 'true', 'affilname': 'Federal University of Technology, Akure', 'affiliation-city': 'Akure', 'affiliation-country': 'Nigeria'}]",Journal,re,Review,0,False,23639520,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105030347000,2-s2.0-105030347000,Effect of heat treatment on corrosion behaviour of alloy 625 additively manufactured via wire-based methods,Rieffer A.,Corrosion Engineering Science and Technology,1478422X,,,2026-01-01,2026,10.1177/1478422X261422329,0,"[{'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'Tucson', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,17432782,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105031141298,2-s2.0-105031141298,Torsional Fatigue Performance of Material Extruded Additively Manufactured Inconel 718,Kozak E.,AIAA Science and Technology Forum and Exposition AIAA Scitech Forum 2026,,,,2026-01-01,2026,10.2514/6.2026-1007,0,"[{'@_fa': 'true', 'affilname': 'Florida Polytechnic University', 'affiliation-city': 'Lakeland', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105030687797,2-s2.0-105030687797,Comparative study of microstructure evolution of directionally solidified nickel-based superalloys via selective Laser melting and Laser metal deposition,Wang L.,Materials Science and Technology United Kingdom,02670836,,,2026-01-01,2026,10.1177/02670836261423605,0,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shantou University', 'affiliation-city': 'Shantou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Songshan Lake Materials Laboratory', 'affiliation-city': 'Dongguan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Guangdong University of Science and Technology', 'affiliation-city': 'Dongguan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Centre of Excellence for Advanced Materials', 'affiliation-city': 'Dongguan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Bravais Materials Technology Limited Company', 'affiliation-city': 'Dongguan', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,17432847,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032120394,2-s2.0-105032120394,Enhancing microstructure and mechanical properties of Inconel 625 by a low-cost static magnetic field-assisted WAAM process,Yu S.P.,Welding in the World,00432288,,,2026-01-01,2026,10.1007/s40194-026-02408-z,0,"[{'@_fa': 'true', 'affilname': 'National Taipei University of Technology', 'affiliation-city': 'Taipei', 'affiliation-country': 'Taiwan'}]",Journal,ar,Article,1,True,18786669,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105032355358,2-s2.0-105032355358,Single-track investigation of rapid solidification conditions of Hastelloy-X Ni-based superalloy in laser powder-bed fusion and applicability of columnar equiaxed transition criteria,Okugawa M.,Virtual and Physical Prototyping,17452759,21,,2026-01-01,2026,10.1080/17452759.2026.2639906,0,"[{'@_fa': 'true', 'affilname': 'The University of Osaka', 'affiliation-city': 'Suita', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'A-Star, Singapore Institute of Manufacturing Technology', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",Journal,ar,Article,1,True,17452767,1,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105031416215,2-s2.0-105031416215,Abrasive Wear Characteristics of Additive Manufactured Inconel 718 Alloy Fabricated through Wire-Fed Laser Direct Energy Deposition,Sudhagar S.,Journal of Materials Engineering and Performance,10599495,,,2026-01-01,2026,10.1007/s11665-026-13405-0,0,"[{'@_fa': 'true', 'affilname': 'Karpagam Academy of Higher Education', 'affiliation-city': 'Coimbatore', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Kalaignarkarunanidhi Institute of Technology', 'affiliation-city': 'Coimbatore', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Erode Sengunthar Engineering College', 'affiliation-city': 'Erode', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Hindusthan Polytechnic College', 'affiliation-city': 'Coimbatore', 'affiliation-country': 'India'}]",Journal,ar,Article,0,False,15441024,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105032136325,2-s2.0-105032136325,Microstructural and Mechanical Response of Laser Powder Bed Fusion-Built Inconel 625 to Scan Orientation Strategies,Ravichandar H.,Metallography Microstructure and Analysis,21929262,,,2026-01-01,2026,10.1007/s13632-026-01329-z,0,"[{'@_fa': 'true', 'affilname': 'Kahramanmaras Sütçü Imam Üniversitesi', 'affiliation-city': 'Kahramanmaras', 'affiliation-country': 'Turkey'}, {'@_fa': 'true', 'affilname': 'University College of Engineering, Kanchipuram', 'affiliation-city': 'Kanchipuram', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': ""St. Joseph's College of Engineering and Technology"", 'affiliation-city': 'Thanjavur', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'University College of Engineering', 'affiliation-city': 'Thirukkuvalai, Nagapattinam', 'affiliation-country': 'India'}]",Journal,ar,Article,0,False,21929270,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105031477982,2-s2.0-105031477982,Reduced Tensile Ductility Induced by Intergranular Cracking of Laser Powder Bed Fused Alloy 718 at 650°C,Dong N.J.,Fatigue and Fracture of Engineering Materials and Structures,8756758X,,,2026-01-01,2026,10.1111/ffe.70228,0,"[{'@_fa': 'true', 'affilname': 'East China University of Science and Technology', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'East Shanghai High School', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Institute of Aircraft Mechanics and Control', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,14602695,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105030173919,2-s2.0-105030173919,"Development Of Nickel-based Superalloy 939 For LPBF Additive Manufacturing: Alloy Design, Microstructure, And Mechanical Properties",Hao X.,Euro Powder Metallurgy 2025 Congress and Exhibition Euro Pm 2025,,,,2025-01-01,2025,10.59499/EP256767870,0,"[{'@_fa': 'true', 'affilname': 'Globus Metal Powders Ltd.', 'affiliation-city': None, 'affiliation-country': 'United Kingdom'}]",Conference Proceeding,cp,Conference Paper,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105031581411,2-s2.0-105031581411,The Influence of Process Parameters on the Geometric Characteristics of Laser Wire Additive Manufacturing Cladding Tracks,Song D.,Proceedings of 2025 International Conference on Intelligent Operation and Maintenance of Equipment Iceiom 2025,,,715-720,2025-01-01,2025,10.1109/ICEIOM65271.2025.11239549,0,"[{'@_fa': 'true', 'affilname': 'Shantou University', 'affiliation-city': 'Shantou', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105030661463,2-s2.0-105030661463,MACHINABILITY COMPARISON OF CONVENTIONAL INCONEL AND 3D PRINTED INCONEL 718,Straka M.,Annals of Daaam and Proceedings of the International Daaam Symposium,17269679,36,260-265,2025-01-01,2025,10.2507/36th.daaam.proceedings.036,0,,Conference Proceeding,cp,Conference Paper,1,True,,1,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105030213004,2-s2.0-105030213004,Design Of AM High-Performance Shape Memory Alloy For Aerospace Applications,Abrantes G.,Euro Powder Metallurgy 2025 Congress and Exhibition Euro Pm 2025,,,,2025-01-01,2025,10.59499/EP256767869,0,"[{'@_fa': 'true', 'affilname': 'University of Coimbra, Centre for Mechanical Engineering, Materials and Processes', 'affiliation-city': 'Coimbra', 'affiliation-country': 'Portugal'}, {'@_fa': 'true', 'affilname': 'Instituto Pedro Nunes', 'affiliation-city': 'Coimbra', 'affiliation-country': 'Portugal'}, {'@_fa': 'true', 'affilname': 'Instituto de Soldadura e Qualidade', 'affiliation-city': 'Oeiras', 'affiliation-country': 'Portugal'}]",Conference Proceeding,cp,Conference Paper,0,False,,,,
