@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105025477250,2-s2.0-105025477250,Effect of process parameters on microstructure and properties of Inconel-718 superalloy fabricated by wire-arc direct energy deposition technique,Shi J.,Journal of Materials Research and Technology,22387854,37,173-185,2025-07-01,July - August 2025,10.1016/j.jmrt.2025.06.026,3,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'RMIT University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Marmara Üniversitesi', 'affiliation-city': 'Istanbul', 'affiliation-country': 'Turkey'}, {'@_fa': 'true', 'affilname': 'JITRI Institute of Precision Manufacturing', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025474400,2-s2.0-105025474400,Thermo-mechanical fatigue behaviour of an additively manufactured nickel-based superalloy: Experiments and crystal plasticity modeling,Zhang L.,Journal of Materials Research and Technology,22387854,37,4782-4799,2025-07-01,July - August 2025,10.1016/j.jmrt.2025.07.138,1,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Harbin Engineering University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ministry of Industry and Information Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025730007,2-s2.0-105025730007,In-situ TiC particle-reinforced Hastelloy X superalloy fabricated by laser additive manufacturing,Wang C.,Journal of Materials Research and Technology,22387854,36,1511-1521,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.03.161,11,"[{'@_fa': 'true', 'affilname': 'Yantai University', 'affiliation-city': 'Yantai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025402521,2-s2.0-105025402521,On the stray grains in single-crystal Ni-based superalloy by additive manufacturing: formation mechanism and elimination strategy,Yang Z.,Journal of Materials Research and Technology,22387854,36,7125-7134,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.04.326,1,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'ShanghaiTech University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025696591,2-s2.0-105025696591,High-temperature alloys: Recent advances from conventional alloys to complex concentrated systems,Li Y.,Journal of Materials Research and Technology,22387854,36,3298-3318,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.04.027,7,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Chongqing University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Kunming University of Science and Technology', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Anshun University', 'affiliation-city': 'Anshun', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105026128969,2-s2.0-105026128969,"Forming quality, microstructure, and ductility-oriented mechanical performance of laser powder bed fusion processed Ni-based superalloy using different thermal input modes",Sun J.,Journal of Materials Research and Technology,22387854,36,9556-9571,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.05.208,1,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Aeronautics and Astronautics', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025682649,2-s2.0-105025682649,High temperature low-cycle fatigue behaviors of post-treated GH3536 superalloy manufactured by laser powder bed fusion,Ni H.,Journal of Materials Research and Technology,22387854,36,3807-3817,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.04.049,2,"[{'@_fa': 'true', 'affilname': 'University of Shanghai for Science and Technology', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'AECC Hunan Aviation Powerplant Research Institute', 'affiliation-city': 'Zhuzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Center of Electron Microscopy', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Suzhou Laboratory', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025433975,2-s2.0-105025433975,Improving the hot corrosion resistance of precipitation strengthened nickel-based superalloy formed by laser powder bed fusion at 750 °C via tailoring microstructure,Hua S.,Journal of Materials Research and Technology,22387854,36,10131-10142,2025-05-01,May - June 2025,10.1016/j.jmrt.2025.05.129,3,"[{'@_fa': 'true', 'affilname': 'Lanzhou University of Technology', 'affiliation-city': 'Lanzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Tianshui Normal University', 'affiliation-city': 'Tianshui', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Henan Academy of Sciences', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,22140697,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025021648,2-s2.0-105025021648,Rapid Discovery of High-Performance Additive Manufacturing Superalloys Using High-Throughput and Artificial Intelligence Methods,Liu P.,Metallurgical and Materials Transactions A Physical Metallurgy and Materials Science,10735623,,,2025-01-01,2025,10.1007/s11661-025-08077-9,0,"[{'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,15431940,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105024962121,2-s2.0-105024962121,Development of post-heat treatments to enhance the metallurgical and mechanical properties of pulsed directed energy deposited Ni-Cr-Mo superalloy-,Kumar M.D.B.,Welding in the World,00432288,,,2025-01-01,2025,10.1007/s40194-025-02285-y,0,"[{'@_fa': 'true', 'affilname': 'Vellore Institute of Technology', 'affiliation-city': 'Vellore', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Centro de Investigação em Materiais', 'affiliation-city': 'Caparica', 'affiliation-country': 'Portugal'}]",Journal,ar,Article,0,False,18786669,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025024436,2-s2.0-105025024436,MECHANICAL PROPERTIES AND SMALL SCALE FATIGUE OF HYBRID (IN718-XH67) ADDITIVELY MANUFACTURED NICKEL BASED SUPERALLOYS,Chaudhari R.P.,ASME International Mechanical Engineering Congress and Exposition Proceedings Imece,,2,,2025-01-01,2025,10.1115/IMECE-INDIA2025-162055,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Bombay', 'affiliation-city': 'Mumbai', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Indian Institute of Technology Ropar', 'affiliation-city': 'Rupnagar', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'M. S. Ramaiah University of Applied Sciences', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Pratt & Whitney R & D Center', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",Conference Proceeding,cp,Conference Paper,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105024877212,2-s2.0-105024877212,LIFE CYCLE ASSESSMENT OF DRILLING IN-718 WITH HYBRID NANOFLUID: LPBF VS WAAM,Vats P.,ASME International Mechanical Engineering Congress and Exposition Proceedings Imece,,1,,2025-01-01,2025,10.1115/IMECE-INDIA2025-159936,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Information Technology Design and Manufacturing Kancheepuram', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Institute of Infrastructure, Technology, Research And Management', 'affiliation-city': 'Ahmedabad', 'affiliation-country': 'India'}]",Conference Proceeding,cp,Conference Paper,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105025880397,2-s2.0-105025880397,Simultaneous improvement of low-cycle and high-cycle fatigue performance of LPBF IN718 alloy via pre-aging laser polishing,Zhang Q.,Virtual and Physical Prototyping,17452759,20,,2025-01-01,2025,10.1080/17452759.2025.2589473,0,"[{'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Beijing Hangxing Machinery Manufacturing Co. Ltd', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,17452767,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",1
true,https://api.elsevier.com/content/abstract/scopus_id/105026629761,2-s2.0-105026629761,Optimization of selective laser melting parameters and post-processing for enhanced mechanical properties of IN718 superalloy,Kurre P.K.R.,Rapid Prototyping Journal,13552546,,1-17,2025-01-01,2025,10.1108/RPJ-07-2025-0292,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Bombay', 'affiliation-city': 'Mumbai', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'K L Deemed to be University', 'affiliation-city': 'Vaddeswaram', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'SRM University-AP', 'affiliation-city': 'Mangalagiri', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Liquid Propulsion Systems Centre, Valiamala', 'affiliation-city': 'Thiruvananthapuram', 'affiliation-country': 'India'}]",Journal,ar,Article,0,False,,,,
