@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:eIssn,prism:issueIdentifier
true,https://api.elsevier.com/content/abstract/scopus_id/105043125868,2-s2.0-105043125868,Molten pool fluid flow regulation induced grain morphology controlling in laser metal deposited Ni-based superalloy,Hao Z.,Journal of Materials Processing Technology,09240136,354,,2026-08-01,August 2026,10.1016/j.jmatprotec.2026.119403,0,"[{'@_fa': 'true', 'affilname': 'Tianjin University', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Hefei University of Technology', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Resources and Materials, Northeastern University', 'affiliation-city': 'Qinhuangdao', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,18734774,
true,https://api.elsevier.com/content/abstract/scopus_id/105042784832,2-s2.0-105042784832,Towards controlled processing of high-conductivity Cu alloy (CuCrZr) on Inconel (IN718) substrate through beam shaping and process control in PBF-LB/M,Crego Lozares J.M.,Journal of Materials Processing Technology,09240136,354,,2026-08-01,August 2026,10.1016/j.jmatprotec.2026.119395,0,"[{'@_fa': 'true', 'affilname': 'RMIT University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Hamburg University of Technology', 'affiliation-city': 'Hamburg', 'affiliation-country': 'Germany'}]",Journal,ar,Article,0,False,,,18734774,
true,https://api.elsevier.com/content/abstract/scopus_id/105043489683,2-s2.0-105043489683,"Microstructural screening of intermetallic alloys via an additively manufactured L12-Ni3(Al,Ti)/L12-Co3(Al,W) diffusion couple",Zhou R.,Additive Manufacturing,,127,,2026-07-05,5 July 2026,10.1016/j.addma.2026.105284,0,"[{'@_fa': 'true', 'affilname': 'Robert R. McCormick School of Engineering and Applied Science', 'affiliation-city': 'Evanston', 'affiliation-country': 'United States'}]",Journal,ar,Article,2,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",22148604,
true,https://api.elsevier.com/content/abstract/scopus_id/105042990404,2-s2.0-105042990404,Nanosecond laser polishing of laser powder bed fusion manufactured Haynes 230: Surface quality improvement and surface microstructure evolution,Beránek L.,Journal of Materials Research and Technology,22387854,43,2672-2682,2026-07-01,July - August 2026,10.1016/j.jmrt.2026.06.173,0,"[{'@_fa': 'true', 'affilname': 'Institute of Physics of the Czech Academy of Sciences', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Faculty of Mechanical Engineering', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'New Age Makers Institute of Technology (NAMTECH)', 'affiliation-city': 'Gandhinagar', 'affiliation-country': 'India'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",22140697,
true,https://api.elsevier.com/content/abstract/scopus_id/105041604445,2-s2.0-105041604445,"Microstructure-mechanical property correlation in electron beam-powder bed fusion Inconel 718 superalloys: Role of build angle on defect formation, γʺ precipitation, and creep resistance",Park S.,Journal of Materials Research and Technology,22387854,43,803-813,2026-07-01,July - August 2026,10.1016/j.jmrt.2026.06.086,0,"[{'@_fa': 'true', 'affilname': 'Korea Institute of Industrial Technology', 'affiliation-city': 'Cheonan', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'Changwon National University', 'affiliation-city': 'Changwon', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",22140697,
true,https://api.elsevier.com/content/abstract/scopus_id/105043076135,2-s2.0-105043076135,Creep Behavior of Inconel 718 Produced by Laser Powder Bed Fusion (LPBF),Borges D.A.d.S.,Metals,,16,,2026-06-01,June 2026,10.3390/met16060641,0,"[{'@_fa': 'true', 'affilname': 'Universidade Presbiteriana Mackenzie', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Termomecanica São Paulo S.A.', 'affiliation-city': 'Sao Bernardo do Campo', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'SENAI Institute of Innovation in Advanced Materials and Nanocomposites', 'affiliation-city': 'Sao Bernardo do Campo', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",20754701,6
true,https://api.elsevier.com/content/abstract/scopus_id/105042913845,2-s2.0-105042913845,Investigation of Additive Friction Stir Deposition of Inconel 718: Mechanical Performance and Microstructural Evolution,Zavari S.,Materials,,19,,2026-06-01,June 2026,10.3390/ma19122482,0,"[{'@_fa': 'true', 'affilname': 'LSU College of Engineering', 'affiliation-city': 'Baton Rouge', 'affiliation-country': 'United States'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",19961944,12
true,https://api.elsevier.com/content/abstract/scopus_id/105041326929,2-s2.0-105041326929,Research Status and Prospects of Additive Manufacturing/Hot Isostatic Pressing Integrated Forming for Difficult-to-Machine Metals,Shi Y.,Jinshu Xuebao Acta Metallurgica Sinica,04121961,62,770-784,2026-05-11,11 May 2026,10.11900/0412.1961.2025.00381,0,"[{'@_fa': 'true', 'affilname': 'Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Wuhan University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,5
true,https://api.elsevier.com/content/abstract/scopus_id/105043483430,2-s2.0-105043483430,High cycle fatigue behavior study and evaluation for GH3536 alloy fabricated by laser powder bed fusion,Zhang J.,Journal of Materials Engineering,10014381,54,191-204,2026-04-20,20 April 2026,10.11868/j.issn.1001-4381.2025.000053,0,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Beijing Institute of Aeronautical Materials', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Aero Engine Corporation of China', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Beijing Key Laboratory of Aeronautical Materials Testing and Evaluation', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,4
true,https://api.elsevier.com/content/abstract/scopus_id/105043483026,2-s2.0-105043483026,Alumina-silica based ceramic cores prepared by additive manufacturing-hot press injection composite molding,Wang Y.,Journal of Aeronautical Materials,10055053,46,64-72,2026-04-15,15 April 2026,10.11868/j.issn.1005-5053.2024.000177,0,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Aeronautical Materials', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,4
true,https://api.elsevier.com/content/abstract/scopus_id/105043356583,2-s2.0-105043356583,Influence of heat treatment on organization and properties of a novel selective zone laser melting nickel-based high-temperature alloy,Hu B.,Journal of Materials Engineering,10014381,54,150-160,2026-01-20,20 January 2026,10.11868/j.issn.1001-4381.2024.000869,1,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenyang Aerospace University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,1
true,https://api.elsevier.com/content/abstract/scopus_id/105043744822,2-s2.0-105043744822,Development of additive manufacturing superalloys accelerated by machine learning,Zhao X.,Fenmo Yejin Jishu Powder Metallurgy Technology,10013784,44,352-364,2026-01-01,2026,10.19591/j.cnki.cn11-1974/tf.2025060005,0,"[{'@_fa': 'true', 'affilname': 'Shenyang Research Institute of Foundry', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'National Key Laboratory of Advanced Casting Technologies', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,3
true,https://api.elsevier.com/content/abstract/scopus_id/105043087294,2-s2.0-105043087294,Additive Manufacturing of Nickel‑Based Superalloys,Hosseini S.M.,Metal Additive Manufacturing Materials Processes and Surface Engineering for Advanced Applications,,,116-142,2026-01-01,1 January 2026,10.1201/9781003731559-6,0,"[{'@_fa': 'true', 'affilname': 'Charles V. Schaefer, Jr. School of Engineering and Science', 'affiliation-city': 'Hoboken', 'affiliation-country': 'United States'}]",Book,ch,Book Chapter,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105043965824,2-s2.0-105043965824,Predicting the Low-cycle Fatigue Life of Additively Manufactured Nickel-Based Superalloys Using the Crystal Plasticity Finite Element Method,Wang P.,Mechanisms and Machine Science,22110984,194,315-329,2026-01-01,2026,10.1007/978-3-032-11169-2_22,0,"[{'@_fa': 'true', 'affilname': 'Northwestern Polytechnical University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': ""Xi'an Aerospace Propulsion Institute"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Book Series,cp,Conference Paper,0,False,,,22110992,
true,https://api.elsevier.com/content/abstract/scopus_id/105044046394,2-s2.0-105044046394,Microstructure-controlled corrosion in directed energy deposited Ni-based superalloy: A review,Singh M.,Proceedings of the Institution of Mechanical Engineers Part E Journal of Process Mechanical Engineering,09544089,,,2026-01-01,2026,10.1177/09544089261465093,0,"[{'@_fa': 'true', 'affilname': 'National Institute of Technology, Agartala', 'affiliation-city': 'Agartala', 'affiliation-country': 'India'}]",Journal,re,Review,0,False,,,20413009,
true,https://api.elsevier.com/content/abstract/scopus_id/105042297029,2-s2.0-105042297029,Study on the microstructure and properties of a precipitation-strengthened heterostructured Fe-Ni-based superalloy fabricated by additive manufacturing with excellent mechanical and hydrogen resistance performance,Jiang J.,Virtual and Physical Prototyping,17452759,21,,2026-01-01,2026,10.1080/17452759.2026.2684899,0,"[{'@_fa': 'true', 'affilname': 'Jiangsu University of Science and Technology', 'affiliation-city': 'Zhenjiang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Academy of Military Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",17452767,1
true,https://api.elsevier.com/content/abstract/scopus_id/105041825564,2-s2.0-105041825564,Advanced nickel superalloy printing with ring-based LBPF,Tiley A.,International Journal of Advanced Manufacturing Technology,02683768,,,2026-01-01,2026,10.1007/s00170-026-18471-1,0,"[{'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'Columbus', 'affiliation-country': 'United States'}]",Journal,ar,Article,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",14333015,
