@_fa,prism:url,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,openaccess,openaccessFlag,prism:eIssn,prism:issueIdentifier,freetoread,freetoreadLabel
true,https://api.elsevier.com/content/abstract/scopus_id/105029907293,2-s2.0-105029907293,Formation of fully columnar grains with <100> preferential orientation in IN718 superalloy laser metal deposition via CeO2 addition,Sun M.,Materials Science and Engineering A,09215093,956,,2026-03-01,March 2026,10.1016/j.msea.2026.149933,0,"[{'@_fa': 'true', 'affilname': ""Xi'an Jiaotong University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029386015,2-s2.0-105029386015,Effect of TiC particles on the microstructure formation and wear performance of Inconel 718 fabricated by selective arc melting,Xie W.,Archives of Civil and Mechanical Engineering,16449665,26,,2026-03-01,March 2026,10.1007/s43452-026-01451-3,0,"[{'@_fa': 'true', 'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,20833318,2,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029369819,2-s2.0-105029369819,Data-driven parameters design for laser powder bed fusion of high-performance nickel-based superalloys,Bao Z.,Additive Manufacturing,,118,,2026-02-25,25 February 2026,10.1016/j.addma.2026.105104,0,"[{'@_fa': 'true', 'affilname': 'Sichuan University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of Electronic Science and Technology of China', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,22148604,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028559591,2-s2.0-105028559591,Enhancement of the high-temperature strength of laser directed energy deposited IN738 through rational doping of nano-Y₂O₃,Zhang X.,Journal of Alloys and Compounds,09258388,1055,,2026-02-15,15 February 2026,10.1016/j.jallcom.2026.186459,0,"[{'@_fa': 'true', 'affilname': 'Jiangsu University of Science and Technology', 'affiliation-city': 'Zhenjiang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd. of China National Machinery Institute Group', 'affiliation-city': 'Ningbo', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027956524,2-s2.0-105027956524,SiC induced in-situ modification: Microstructure and properties of fine-grained SiC/GH3536 Ni-superalloy composites fabricated by laser powder bed fusion,Liang Z.,Journal of Alloys and Compounds,09258388,1054,,2026-02-10,10 February 2026,10.1016/j.jallcom.2026.186362,0,"[{'@_fa': 'true', 'affilname': 'South China University of Technology', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Guangzhou University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Guangzhou Maritime University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105030029786,2-s2.0-105030029786,Mitigating Solidification Cracking in LPBF-Processed K418 Superalloy via Substrate Preheating and Layer Thickness Optimization,Zhao D.,Materials,,19,,2026-02-01,February 2026,10.3390/ma19030501,0,"[{'@_fa': 'true', 'affilname': 'Nanjing Tech University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,19961944,3,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105028247821,2-s2.0-105028247821,Assessment of the cracking susceptibility of CM247LC alloy processed by PBF-LB: composition and process parameters influence,Gil E.,International Journal of Advanced Manufacturing Technology,02683768,142,5015-5030,2026-02-01,February 2026,10.1007/s00170-025-17329-2,0,"[{'@_fa': 'true', 'affilname': 'Lortek S.Coop.', 'affiliation-city': 'Ordizia', 'affiliation-country': 'Spain'}]",Journal,ar,Article,0,False,14333015,9-10,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029292560,2-s2.0-105029292560,Effect of Re content on eutectic structure of an additive manufacturing nickel-based superalloy,Zhao Y.,Proceedings of SPIE the International Society for Optical Engineering,0277786X,13997,,2026-01-14,14 January 2026,10.1117/12.3099199,0,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shenyang Aerospace University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,0,False,1996756X,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028920334,2-s2.0-105028920334,"Room-temperature Electrochemical Corrosion Behavior of Nb-30Ti-20W Alloy Fabricated by Laser Additive Manufacturing in Acid, Alkali and Salt Solutions",Xie Z.,Surface Technology,10013660,55,145-156,2026-01-10,10 January 2026,10.16490/j.cnki.issn.1001-3660.2026.01.013,0,"[{'@_fa': 'true', 'affilname': 'China Academy of Engineering Physics', 'affiliation-city': 'Mianyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Southwest Petroleum University China', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,0,False,20976283,1,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029875096,2-s2.0-105029875096,Compositional design of Ni-based superalloys for additive manufacturing: Progress and perspectives,Yin B.,Materials Science and Engineering R Reports,0927796X,,,2026-01-01,2026,10.1016/j.mser.2026.101185,0,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Liaoning Academy of Materials', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,re,Review,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028213005,2-s2.0-105028213005,Process Optimization and Microstructural Characterization of Inconel 718 Fabricated via Wire Arc Additive Manufacturing,Kishore M.,Journal of Materials Engineering and Performance,10599495,,,2026-01-01,2026,10.1007/s11665-026-13192-8,0,"[{'@_fa': 'true', 'affilname': 'King Faisal University', 'affiliation-city': 'Al-Ahsa', 'affiliation-country': 'Saudi Arabia'}, {'@_fa': 'true', 'affilname': 'Indian Institute of Technology Indore', 'affiliation-city': 'Indore', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'College of Engineering, Guindy', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",Journal,ar,Article,0,False,15441024,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028130862,2-s2.0-105028130862,A critical review on additive manufacturing of refractory alloys from a data analytics perspective- beyond nickel-based superalloys,Kim D.B.,Virtual and Physical Prototyping,17452759,,,2026-01-01,2026,10.1080/17452759.2025.2604453,0,"[{'@_fa': 'true', 'affilname': 'Korea Advanced Institute of Science and Technology', 'affiliation-city': 'Daejeon', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'Oak Ridge National Laboratory', 'affiliation-city': 'Oak Ridge', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'National Institute of Standards and Technology', 'affiliation-city': 'Gaithersburg', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Air Force Research Laboratory', 'affiliation-city': 'Dayton', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Sandia National Laboratories, New Mexico', 'affiliation-city': 'Albuquerque', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Tickle College of Engineering', 'affiliation-city': 'Knoxville', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Ajou University', 'affiliation-city': 'Suwon', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'Athens', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'University of South Carolina - Aiken', 'affiliation-city': 'Aiken', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Transportation Research Institute (IMOB)', 'affiliation-city': 'Hasselt', 'affiliation-country': 'Belgium'}]",Journal,re,Review,1,True,17452767,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105028589594,2-s2.0-105028589594,"Cellular Automata and Phase-Field Modeling of Microstructure Evolution in Metal Additive Manufacturing: Recent Advances, Hybrid Frameworks, and Pathways to Predictive Control",Łach Ł.,Metals,,16,,2026-01-01,January 2026,10.3390/met16010124,0,"[{'@_fa': 'true', 'affilname': 'AGH University of Krakow', 'affiliation-city': 'Krakow', 'affiliation-country': 'Poland'}]",Journal,re,Review,1,True,20754701,1,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105030254098,2-s2.0-105030254098,Surface Scratch Behaviour of Selective Laser Melted Inconel 718 Superalloy,Tiwari S.,Lecture Notes in Mechanical Engineering,21954356,,59-68,2026-01-01,2026,10.1007/978-981-95-2239-2_5,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology (BHU) Varanasi', 'affiliation-city': 'Varanasi', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'Graphic Era Deemed to be University', 'affiliation-city': 'Dehradun', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,0,False,21954364,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027935365,2-s2.0-105027935365,"Hot isostatic pressing of additively manufactured metallic components: A critical review on microstructure, mechanical, and corrosion properties",Aghayar Y.,Journal of Materials Research and Technology,22387854,40,3343-3381,2026-01-01,January - February 2026,10.1016/j.jmrt.2025.12.306,0,"[{'@_fa': 'true', 'affilname': 'Marine Additive Manufacturing Centre of Excellence', 'affiliation-city': 'Fredericton', 'affiliation-country': 'Canada'}]",Journal,ar,Article,1,True,22140697,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105028918151,2-s2.0-105028918151,"Corrosion Behavior of Laser Powder Bed Fused Inconel 718 Alloy after Hot Isostatic Pressing, Heat Treatment and Surface Peening",Lesyk D.,Lecture Notes in Mechanical Engineering,21954356,,456-466,2026-01-01,2026,10.1007/978-3-032-14926-8_38,0,"[{'@_fa': 'true', 'affilname': 'National Academy of Sciences of Ukraine', 'affiliation-city': 'Kyiv', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'Universidad del Pais Vasco', 'affiliation-city': 'Leioa', 'affiliation-country': 'Spain'}, {'@_fa': 'true', 'affilname': 'National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”', 'affiliation-city': 'Kyiv', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'G. V. Kurdyumov Institute for Metal Physics, National Academy of Sciences of Ukraine', 'affiliation-city': 'Kyiv', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'Joint Stock Company Motor Sich', 'affiliation-city': 'Zaporizhzhia', 'affiliation-country': 'Ukraine'}]",Book Series,cp,Conference Paper,0,False,21954364,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105027844067,2-s2.0-105027844067,Evaluating Thermodynamics-Based Hot-Cracking Models for Various AM Alloys,Jordan A.M.,Integrating Materials and Manufacturing Innovation,21939764,,,2026-01-01,2026,10.1007/s40192-025-00437-y,0,"[{'@_fa': 'true', 'affilname': 'Department of Metallurgical and Materials Engineering', 'affiliation-city': 'Tuscaloosa', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,21939772,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028656333,2-s2.0-105028656333,Highly Printable Fe3Al Intermetallic Alloy,Emdadi A.,Metals,,16,,2026-01-01,January 2026,10.3390/met16010005,0,"[{'@_fa': 'true', 'affilname': 'Helmholtz-Zentrum Berlin für Materialien und Energie (HZB)', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Brandenburg University of Technology Cottbus-Senftenberg', 'affiliation-city': 'Cottbus', 'affiliation-country': 'Germany'}]",Journal,ar,Article,1,True,20754701,1,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105028331904,2-s2.0-105028331904,Turn Nonweldable Ni-Superalloys Printable and Microstructurally Controllable,Wang Z.,Advanced Materials,09359648,,,2026-01-01,2026,10.1002/adma.202517003,0,"[{'@_fa': 'true', 'affilname': ""Xi'an Jiaotong University"", 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Guizhou University', 'affiliation-city': 'Guiyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Mechanical and Aerospace Engineering', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}, {'@_fa': 'true', 'affilname': 'A-Star, Advanced Remanufacturing and Technology Centre', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",Journal,re,Review,0,False,15214095,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105028966468,2-s2.0-105028966468,Influence of carbon on microstructural stability and stress rupture properties of an additively manufactured superalloy,Chen S.F.,China Foundry,16726421,,,2026-01-01,2026,10.1007/s41230-026-5025-5,0,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'The State Key Laboratory of Rolling and Automation, Northeastern University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'TaiHang Laboratory', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,1,True,23659459,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105027899047,2-s2.0-105027899047,Influence of Post-Processing on S-Phase Formation During Plasma Nitriding of Additively Manufactured Inconel 939,Maj P.,Materials,,19,,2026-01-01,January 2026,10.3390/ma19010130,0,"[{'@_fa': 'true', 'affilname': 'Politechnika Warszawska', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'Institute of Physics of the Polish Academy of Sciences', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'Cardinal Stefan Wyszynski University in Warsaw', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}, {'@_fa': 'true', 'affilname': 'Narodowe Centrum Badań Jądrowych, Otwock', 'affiliation-city': 'Otwock', 'affiliation-country': 'Poland'}]",Journal,ar,Article,1,True,19961944,1,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105028130647,2-s2.0-105028130647,"HEAT-RESISTANT POWDER ALLOYS IN ADDITIVE MANUFACTURING: MATERIALS, APPLICATION, AND PERSPECTIVES",Duriagina Z.A.,Progress in Physics of Metals,16081021,26,863-908,2025-01-01,2025,10.15407/ufm.26.04.863,0,"[{'@_fa': 'true', 'affilname': 'Lviv Polytechnic National University', 'affiliation-city': 'Lviv', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'Oles Honchar Dnipro National University', 'affiliation-city': 'Dnipro', 'affiliation-country': 'Ukraine'}, {'@_fa': 'true', 'affilname': 'Leeds University Business School', 'affiliation-city': 'Leeds', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Anatolii Pidhornyi Institute of Power Machines and Systems of the National academy of sciences of Ukraine', 'affiliation-city': 'Kharkiv', 'affiliation-country': 'Ukraine'}]",Journal,ar,Article,1,True,26170795,4,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105030173919,2-s2.0-105030173919,"Development Of Nickel-based Superalloy 939 For LPBF Additive Manufacturing: Alloy Design, Microstructure, And Mechanical Properties",Hao X.,Euro Powder Metallurgy 2025 Congress and Exhibition Euro Pm 2025,,,,2025-01-01,2025,10.59499/EP256767870,0,"[{'@_fa': 'true', 'affilname': 'Globus Metal Powders Ltd.', 'affiliation-city': None, 'affiliation-country': 'United Kingdom'}]",Conference Proceeding,cp,Conference Paper,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105030213004,2-s2.0-105030213004,Design Of AM High-Performance Shape Memory Alloy For Aerospace Applications,Abrantes G.,Euro Powder Metallurgy 2025 Congress and Exhibition Euro Pm 2025,,,,2025-01-01,2025,10.59499/EP256767869,0,"[{'@_fa': 'true', 'affilname': 'University of Coimbra, Centre for Mechanical Engineering, Materials and Processes', 'affiliation-city': 'Coimbra', 'affiliation-country': 'Portugal'}, {'@_fa': 'true', 'affilname': 'Instituto Pedro Nunes', 'affiliation-city': 'Coimbra', 'affiliation-country': 'Portugal'}, {'@_fa': 'true', 'affilname': 'Instituto de Soldadura e Qualidade', 'affiliation-city': 'Oeiras', 'affiliation-country': 'Portugal'}]",Conference Proceeding,cp,Conference Paper,0,False,,,,
true,https://api.elsevier.com/content/abstract/scopus_id/105029403871,2-s2.0-105029403871,EFFECT OF HOT ISOSTATIC PRESSING ON THE MICROSTRUCTURAL EVOLUTION AND TENSILE PROPERTIES OF LASER POWDER BED FUSION-PROCESSED Co-BASED SUPERALLOY MAR-M-509A,Skotnicová K.,Metal International Conference on Metallurgy and Materials Conference Proceedings,,2025,504-510,2025-01-01,2025,10.37904/metal.2025.5150,0,"[{'@_fa': 'true', 'affilname': 'VSB – Technical University of Ostrava', 'affiliation-city': 'Ostrava', 'affiliation-country': 'Czech Republic'}]",Journal,cp,Conference Paper,1,True,26949296,2025,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}"
true,https://api.elsevier.com/content/abstract/scopus_id/105027994873,2-s2.0-105027994873,Microstructural and mechanical characterization of stainless steel 420 and Inconel 718 multi-material structures fabricated using laser directed energy deposition,Aydogan B.,Journal of Manufacturing Processes,15266125,68,1224-1235,2021-08-01,August 2021,10.1016/j.jmapro.2021.06.031,40,"[{'@_fa': 'true', 'affilname': 'College of Engineering', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}]",Journal,ar,Article,0,False,,,,
